"MTurkCode","goal_order","goals","listNum","total_goal","goalType","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility"
"A3CAF7LTD3ORSG",2,"My goal is to make a vegetable garden for the first time in the next 3 months",3,3,"short-term",6,7,8,4,5,6,4,6,7,4,1,1,4,5,5,4,NA,1,1,1,2,2,5,5,6,5,7,6,4,6,5,1,2,2,5,6,6,3,3,4,3
"A3CAF7LTD3ORSG",3,"My goal is to eat fish at least twice a week.",3,3,"recurrance",4,7,11,5,7,5,5,5,6,6,1,2,5,7,1,4,3,6,1,1,NA,5,1,4,6,2,6,4,2,NA,5,1,1,1,4,6,6,5,3,2,1
"A47VCO946DO5K",1,"I want to pass the semester with good grades.",3,3,"short-term",7,7,9,3,6,6,3,7,7,7,1,4,3,7,5,7,1,7,3,2,2,7,7,7,7,6,7,5,6,6,7,7,2,3,7,7,7,5,3,5,7
"A47VCO946DO5K",2,"I want to gain some weight over the next few months, but preserve my abs.",3,3,"long-term",6,7,8,5,7,7,6,5,7,3,1,2,2,7,5,7,1,1,1,1,2,6,6,6,5,4,1,3,1,6,5,4,1,1,4,7,6,4,3,1,2
"A47VCO946DO5K",3,"I want to enjoy the upcoming summer as much as possible. ",3,3,"long-term",6,7,9,7,7,7,3,5,7,5,1,3,1,6,3,2,NA,NA,1,1,2,7,7,3,7,5,1,7,2,6,2,4,1,1,4,6,6,3,3,6,5
"A1M8BYIP0KZJZX",1,"My goal is to increase my credit score to 775 by July 1st.",5,7,"short-term",5,6,8,7,6,7,6,3,7,7,3,5,2,7,6,5,3,1,1,1,2,4,7,3,7,6,7,1,1,2,7,4,1,1,4,5,7,6,3,6,1
"A1M8BYIP0KZJZX",2,"My goal is to meet with my friends in person at least once a month for the rest of 2021.",5,7,"long-term",3,5,5,2,7,7,4,3,6,5,1,1,7,1,5,3,2,6,3,3,1,6,7,2,7,8,2,7,2,6,4,6,1,4,6,5,7,4,NA,3,4
"A1M8BYIP0KZJZX",3,"My goal is to meet my desired weight of 126lbs by July 15.",5,7,"short-term",3,7,7,6,6,6,7,3,4,6,1,2,3,7,6,2,3,4,2,3,NA,7,5,5,5,7,4,2,2,2,7,5,2,6,4,4,5,6,3,6,6
"A1M8BYIP0KZJZX",4,"My goal is to save $3,500 by July 1st, so I can move into my first apartment.",5,7,"short-term",6,7,10,7,7,7,7,7,7,7,2,5,2,5,4,6,3,4,5,1,2,4,7,7,7,8,7,1,3,4,7,7,2,2,7,6,7,6,3,7,7
"A1M8BYIP0KZJZX",5,"My goal is to pay off my loan of $1,982 by the end of the year.",5,7,"long-term",6,5,12,7,4,3,2,7,7,6,1,5,1,7,4,4,1,2,7,1,2,1,5,7,2,5,5,1,1,1,7,4,2,1,4,7,7,4,3,7,5
"A1D7IULWFI8PB1",1,"My first goal is to get a promotion at work by the next promo cycle",3,3,"long-term",5,7,7,7,7,7,3,6,7,7,1,2,4,3,6,5,3,7,6,1,2,7,6,5,7,6,7,3,5,3,7,6,7,1,6,6,7,7,3,7,6
"A1D7IULWFI8PB1",2,"My second goal is to save $20,000 dollars in the next three months",3,3,"short-term",7,6,9,3,7,7,7,6,7,6,1,4,2,7,3,4,3,7,6,2,1,2,4,6,7,4,5,2,6,5,7,4,3,5,7,6,7,7,3,7,2
"A1D7IULWFI8PB1",3,"My final goal is to plan out where I am going to be living upon moving during the summer",3,3,"short-term",7,6,11,4,5,5,7,7,7,5,1,2,6,7,3,3,1,5,7,1,2,2,6,5,6,6,2,2,1,2,7,6,3,3,6,7,4,3,3,4,7
"A33RI08QRVG5Q0",1,"Eat at least 5 servings of fruits/vegetables 6 days a week.",5,5,"recurrance",7,6,10,1,6,5,6,6,6,5,1,6,2,6,3,4,3,4,2,2,1,5,6,6,5,8,5,5,2,6,6,6,2,2,4,6,6,6,4,5,6
"A33RI08QRVG5Q0",2,"Walk at least 20 minutes a day, at least 5 times a week.",5,5,"recurrance",7,7,10,1,6,6,6,6,6,6,1,6,2,7,3,4,3,5,5,1,1,6,6,6,6,8,6,6,3,6,7,6,5,2,6,6,5,6,4,5,5
"A33RI08QRVG5Q0",3,"Provide a father figure to my grandsons who are 9 and 12 years old and are living with us. At least five days a week, provide tips to them to help them succeed in life.provide",5,5,"recurrance",6,6,9,1,6,6,5,6,6,5,2,6,4,5,5,5,NA,6,6,1,1,6,6,6,6,5,5,6,5,6,6,6,6,4,6,6,7,6,4,6,6
"A33RI08QRVG5Q0",4,"Continue learning German on Duolingo. Earn at least 20 units every day,",5,5,"recurrance",6,6,9,1,6,5,4,6,5,4,2,3,1,6,4,4,3,5,3,3,1,5,4,7,4,6,3,4,1,3,6,4,2,4,4,6,4,6,3,3,6
"A33RI08QRVG5Q0",5,"Continue making money on Mechanical Turk. Goal is to earn $200 a month.",5,5,"recurrance",5,6,9,6,4,4,2,6,5,4,2,3,2,6,5,5,3,5,2,1,1,4,5,6,4,2,3,5,2,4,7,5,3,3,2,5,5,6,3,4,3
"A1IJ56N5Z4TT46",1,"My goal is to get at least 7 hours of sleep every day",5,5,"recurrance",6,6,7,1,6,6,6,6,6,5,3,6,2,6,4,2,3,6,6,3,1,6,6,6,6,8,6,4,4,5,7,5,5,NA,4,6,6,7,4,5,5
"A1IJ56N5Z4TT46",2,"My goal is to exercise at least 3 times a week",5,5,"recurrance",6,6,7,4,6,6,6,6,5,4,NA,6,3,6,4,5,3,6,6,3,1,6,6,6,6,8,6,5,4,5,6,5,5,7,5,6,6,6,4,4,5
"A1IJ56N5Z4TT46",3,"My goal is to repair the damage to my car within the next 3 months",5,5,"short-term",5,7,11,7,6,6,5,6,6,1,2,2,2,7,5,5,3,6,5,1,2,5,5,6,6,6,3,5,5,2,6,6,6,5,6,6,6,6,3,4,5
"A1IJ56N5Z4TT46",4,"My goal is to repair and refinish the deck in the next 3 months",5,5,"short-term",5,7,9,6,6,6,4,5,6,1,3,2,2,6,5,2,3,6,5,1,2,4,6,6,6,6,2,5,5,2,6,5,6,3,6,6,5,6,3,6,5
"A1IJ56N5Z4TT46",5,"My goal is to take steps to destress my life",5,5,"recurrance",3,4,7,1,6,6,6,5,6,5,3,6,3,5,6,4,1,6,6,3,1,6,6,5,7,8,6,4,3,6,5,4,5,4,6,5,6,3,4,6,5
"A196O7GQLD3S2J",1,"Pursuit of purchasing the home I'm renting currently.",3,3,"short-term",5,7,6,1,7,7,7,6,7,2,2,4,7,5,6,4,1,4,6,1,2,7,7,6,7,7,7,1,4,6,4,4,3,2,6,4,4,7,3,7,7
"A196O7GQLD3S2J",2,"Making more money on mturk weekly.",3,3,"recurrance",4,7,5,2,NA,5,4,7,6,4,1,4,1,7,4,5,1,1,1,1,1,4,5,4,7,5,6,6,1,4,7,1,1,2,4,6,1,7,4,7,1
"A196O7GQLD3S2J",3,"Work on my relationship with my lady.",3,3,"recurrance",6,7,6,1,7,5,6,5,3,4,5,1,2,1,4,3,2,6,4,3,1,6,5,4,6,8,6,3,1,6,4,3,4,4,3,6,4,7,4,6,1
"A2WJMGV0HKQG3Z",1,"To start my garden",3,3,"recurrance",7,7,11,7,7,7,7,7,7,7,1,1,4,7,7,7,1,7,7,1,1,7,7,7,7,8,1,7,1,7,7,7,4,1,7,7,7,7,3,7,7
"A2WJMGV0HKQG3Z",2,"To buy a new car",3,3,"long-term",7,7,9,7,7,7,7,7,7,7,1,1,7,4,7,7,3,7,7,1,NA,7,7,7,7,7,5,7,1,7,7,7,7,1,7,7,7,7,3,7,7
"A2WJMGV0HKQG3Z",3,"To stay healthy",3,3,"recurrance",7,7,8,7,7,7,7,7,7,7,1,1,7,4,7,7,3,7,7,1,1,7,7,7,7,8,7,7,1,7,7,7,4,1,7,7,7,7,4,7,7
"A1AZLJ3R5FQ9B7",1,"Lose 15 pounds by Labor Day (9/6/2021)",3,3,"long-term",7,7,9,7,6,6,7,6,7,5,1,1,4,7,6,6,3,6,2,3,2,7,7,7,7,6,4,3,3,2,7,7,1,4,6,6,6,7,3,6,7
"A1AZLJ3R5FQ9B7",2,"Write 5000 words/week on blog or book each week in 2021",3,3,"recurrance",7,7,8,7,7,7,3,6,7,1,1,1,4,7,5,6,3,6,1,1,1,7,7,6,6,4,4,6,5,6,7,6,2,4,5,5,5,7,3,3,4
"A1AZLJ3R5FQ9B7",3,"Save $400/month for the rest of 2021",3,3,"recurrance",6,7,11,7,7,7,7,7,7,6,1,1,7,6,7,5,3,7,6,2,1,4,7,6,7,6,6,2,7,6,7,7,4,5,6,5,7,7,3,7,7
"A2EMTSJS47K8SU",1,"My goal is to get back to lifting weights four days a week. ",3,3,"long-term",6,7,8,3,6,6,7,7,7,6,4,4,3,6,6,7,3,3,1,2,1,7,7,7,7,7,7,4,5,5,7,6,1,4,7,7,7,7,4,4,7
"A2EMTSJS47K8SU",2,"My goal is to learn to be more patient with my two year every day.",3,3,"recurrance",7,7,11,3,7,7,7,7,7,4,1,3,5,7,3,7,3,7,4,1,1,7,7,7,7,4,7,1,4,7,3,7,1,1,7,7,7,5,4,6,7
"A2EMTSJS47K8SU",3,"My goal is to finish building my new deck in three months. ",3,3,"short-term",5,7,8,7,6,6,2,7,7,4,4,4,2,6,5,7,3,7,4,1,2,1,6,7,6,6,3,2,1,7,7,7,1,4,4,6,7,7,3,2,7
"A1WQACYPLESVGL",1,"My goal is to find a better paying job within approximately 3 months.",5,6,"short-term",4,7,8,6,6,6,7,5,6,7,3,6,4,5,4,5,1,6,6,1,2,7,7,6,6,6,6,5,3,7,5,5,3,5,6,5,6,5,3,6,4
"A1WQACYPLESVGL",2,"My goal is to reduce tobacco consumption to 10 cigarettes per day maximum within 3 months.",5,6,"short-term",4,2,6,7,5,5,7,6,5,5,3,7,1,6,5,2,2,3,2,3,1,6,6,3,6,6,5,1,2,7,7,5,1,6,5,5,6,7,3,6,1
"A1WQACYPLESVGL",3,"My goal is to be better to my body by excercising at least 3 times a week and being more consistent in improving my diet (by reducing saturated fat, processed foods, etc.) within 3 months.",5,6,"recurrance",2,7,6,6,6,5,7,5,6,6,2,6,3,6,6,4,2,2,3,3,1,6,6,5,6,6,6,3,2,6,6,6,1,5,5,3,6,6,3,4,2
"A1WQACYPLESVGL",4,"My goal is to find a small block of time every day of at least 10 minutes for mindfulness, relaxation, and meditation, and to make it a daily routine within 3 months.",5,6,"recurrance",3,6,8,6,6,6,6,6,6,5,2,6,2,5,4,2,2,2,2,1,1,7,6,7,5,8,6,4,2,7,7,4,1,3,4,5,5,6,3,3,1
"A1WQACYPLESVGL",5,"My goal is to complete an online course teaching Python within 3 months.",5,6,"short-term",4,7,6,7,6,6,7,7,4,5,3,5,4,6,5,2,3,1,3,2,2,6,6,5,3,7,6,5,1,6,7,3,1,6,5,4,5,7,3,4,1
"A1ZT30BGR3266K",1,"My goal is to exercise five days a week.",2,2,"recurrance",6,6,8,2,5,5,6,6,6,6,2,4,2,6,5,6,3,3,2,3,1,6,5,5,6,6,4,3,5,6,6,6,3,3,4,6,6,7,3,4,5
"A1ZT30BGR3266K",2,"My goal is to limit snacking to two days a week.",2,2,"recurrance",4,2,8,2,5,5,5,5,5,5,2,4,2,6,4,3,3,3,2,1,1,5,5,6,4,4,3,2,5,4,6,5,2,2,4,6,6,6,3,4,3
"A37PUSY6CJ7TQ0",1,"My goal is to start stretching everyday starting April 1st.",5,6,"short-term",7,7,7,5,6,6,6,7,6,4,1,3,3,6,3,5,3,1,1,3,1,7,6,6,6,5,3,7,1,3,7,4,1,4,4,7,4,3,2,4,1
"A37PUSY6CJ7TQ0",2,"My goal is to find a new job within the next six months.",5,6,"long-term",4,7,6,7,5,5,5,3,6,6,2,6,5,6,5,4,2,5,3,1,2,5,7,3,7,6,7,3,3,3,5,7,2,4,7,6,6,4,3,6,7
"A37PUSY6CJ7TQ0",3,"My goal is to pay off my car loan in three months.",5,6,"short-term",5,7,10,5,6,6,5,6,7,5,3,4,5,6,4,4,3,2,1,1,2,4,7,6,7,6,2,3,1,3,7,4,1,1,3,6,6,7,3,6,5
"A37PUSY6CJ7TQ0",4,"My goal is to go hiking once a week during spring. ",5,6,"short-term",6,6,5,3,5,5,5,4,3,2,3,3,2,5,4,3,3,2,1,1,1,5,5,4,4,4,2,7,1,5,6,4,1,4,3,5,4,4,3,3,2
"A37PUSY6CJ7TQ0",5,"My goal is to eat less bread and more vegetables every day. ",5,6,"long-term",6,3,8,1,6,6,6,6,6,5,1,3,4,6,3,3,1,5,1,1,1,5,6,3,6,4,5,3,1,2,4,5,1,3,4,6,6,6,NA,5,2
"A2R75YFKVALBXE",1,"My goal is to save money and relocate to live with my long-distance girlfriend in 2 years.",5,5,"long-term",7,7,9,7,7,7,5,7,7,3,2,6,7,6,7,6,3,7,2,1,2,7,7,7,7,7,6,7,3,7,6,6,2,2,7,7,4,7,4,6,6
"A2R75YFKVALBXE",2,"My goal is to resolve major debts within 1 year.",5,5,"long-term",7,7,11,7,7,7,6,7,7,6,3,7,5,7,5,5,3,5,3,1,2,7,7,7,7,8,7,2,6,6,7,4,1,1,7,7,7,7,3,7,7
"A2R75YFKVALBXE",3,"My goal is save money and to fully retire within 3 years.",5,5,"long-term",6,7,9,7,7,6,6,7,7,7,4,7,7,6,6,4,1,6,3,2,2,7,7,7,7,8,7,2,2,6,7,4,2,2,5,7,5,6,4,7,2
"A2R75YFKVALBXE",4,"My goal is exercise for 50 mins/day, 6 days/week, ongoing.",5,5,"recurrance",7,7,10,1,7,7,7,7,7,6,2,5,3,6,6,NA,3,6,5,1,1,7,7,7,7,6,6,5,5,5,7,5,2,3,6,7,7,7,3,6,6
"A2R75YFKVALBXE",5,"My goal is to lose 25 lbs over the next 4 months, ongoing.",5,5,"long-term",6,7,10,7,7,7,7,7,NA,7,2,4,4,7,6,5,3,6,3,2,2,6,7,7,7,6,6,2,5,5,7,4,1,3,7,NA,7,7,3,6,2
"A1P3I7YCWXF9YG",1,"TO LOWER MY DIABETES A1c down to a 6  from a  7.",2,2,"long-term",7,7,11,1,7,7,7,7,7,7,1,1,7,7,7,5,NA,7,7,1,1,7,7,7,7,4,7,2,7,7,7,7,7,5,7,7,7,7,3,7,7
"A1P3I7YCWXF9YG",2,"TO SAVE 100.00 A WEEK  TOWARD A SUMMER VACATION FOR FAMILY",2,2,"recurrance",7,7,11,7,7,7,6,7,7,7,1,1,7,7,7,7,2,7,5,1,2,7,7,7,7,4,7,6,7,7,7,7,7,4,7,NA,7,7,3,7,7
"A3PGCZCYMXQMZ8",1,"Reduce my high blood pressure so that I can be healthier and not experience any more physical symptoms.",4,4,"recurrance",6,4,10,2,6,6,7,7,7,7,1,4,2,7,5,4,1,6,3,1,1,7,7,7,7,5,7,1,4,5,6,5,1,3,7,7,7,6,3,7,7
"A3PGCZCYMXQMZ8",2,"Become proficient at conversational Italian.",4,4,"long-term",7,7,10,6,7,7,1,7,7,5,1,2,4,7,7,4,1,1,1,1,2,7,3,5,3,6,5,7,1,5,6,6,1,2,7,7,6,6,3,2,4
"A3PGCZCYMXQMZ8",3,"Lose a decent amount of weight.",4,4,"long-term",5,7,9,6,7,7,6,7,6,7,1,5,2,7,7,3,1,NA,3,3,1,7,7,5,7,8,7,1,7,7,7,5,1,5,7,6,7,6,4,6,4
"A3PGCZCYMXQMZ8",4,"Help my tutee to be able to understand and become proficient in reading and math.",4,4,"long-term",6,7,10,7,6,6,1,7,7,3,1,1,4,3,6,7,1,NA,7,1,1,1,7,5,7,4,1,2,2,4,5,2,2,1,7,7,7,4,3,5,5
"A1BWS5AD2T4NIR",1,"My goal is to acquire my professional certification in three months.",5,5,"short-term",7,7,9,7,6,6,1,7,4,7,2,1,4,7,4,5,3,4,2,2,1,7,7,5,5,8,7,4,2,7,7,4,4,4,4,6,6,7,3,2,4
"A1BWS5AD2T4NIR",2,"My goal is to eat vegetables every day.",5,5,"recurrance",6,7,8,1,6,6,7,7,7,7,1,1,1,7,5,5,3,4,1,3,1,7,7,5,7,6,4,1,4,7,7,5,2,3,5,6,7,4,NA,4,4
"A1BWS5AD2T4NIR",3,"My goal is to work on home repairs and improvements every week.",5,5,"recurrance",5,7,8,5,5,6,5,7,7,7,2,1,4,6,5,4,3,7,5,1,1,7,7,5,7,5,4,5,2,7,7,5,4,5,7,6,7,3,NA,4,7
"A1BWS5AD2T4NIR",4,"My goal is to save at least $250 every month.",5,5,"recurrance",6,7,10,1,5,5,7,7,7,7,5,4,1,6,6,4,3,7,4,1,1,7,7,7,7,8,7,1,5,7,7,5,4,2,7,6,7,7,NA,4,4
"A1BWS5AD2T4NIR",5,"My goal is to learn morse code for my amateur radio hobby.",5,5,"long-term",7,7,9,7,6,6,1,7,7,1,2,1,5,7,7,4,NA,1,1,1,2,7,4,7,7,5,3,7,4,4,4,4,1,2,7,7,4,7,3,4,5
"AYNDATHZBJZ6E",1,"My goal is to work on my art/designs for at least 30 minutes, several times a week.",3,3,"recurrance",7,7,7,5,7,7,6,6,7,1,2,3,6,NA,4,4,2,7,2,3,1,7,7,6,7,8,7,6,5,7,7,5,2,6,7,7,7,4,NA,7,7
"AYNDATHZBJZ6E",2,"My goal is to consistently get to bed and wake up earlier every day.",3,3,"long-term",5,6,6,4,6,7,7,6,6,7,2,4,2,7,6,3,3,7,7,3,1,7,7,5,7,8,7,4,5,7,7,4,4,6,7,7,7,5,NA,7,7
"AYNDATHZBJZ6E",3,"My goal is to do some housecleaning for at least 30 minutes every one or two days.",3,3,"recurrance",5,7,8,3,7,7,7,5,7,7,3,4,2,7,6,3,2,7,7,3,1,7,7,5,7,8,5,1,7,7,4,4,4,6,7,7,7,2,NA,7,7
"A1SISJL5ST2PWH",1,"I plan to workout at least once a week",3,3,"recurrance",2,7,7,1,4,5,5,5,4,6,1,3,1,6,2,4,3,2,5,3,1,5,5,4,4,7,5,4,2,2,7,5,2,3,2,5,4,6,4,4,1
"A1SISJL5ST2PWH",2,"I plan to lose 10 pounds in three months",3,3,"short-term",4,7,4,6,5,5,5,6,4,6,1,4,3,6,6,3,3,4,2,3,2,5,5,6,4,7,4,4,2,2,6,5,3,4,3,5,5,6,3,2,2
"A1SISJL5ST2PWH",3,"I plan to increase my stock portfolio by 15% in three months",3,3,"short-term",6,7,3,7,5,5,4,5,4,4,1,1,7,2,6,4,3,4,2,1,2,4,4,3,3,1,4,4,2,2,6,4,2,2,2,5,5,6,3,1,1
"A27INSDNTACWAM",1,"I am working on completing an Affiliate Marketing Website/",4,4,"recurrance",4,4,9,7,7,7,1,6,7,3,4,3,7,7,7,4,1,7,1,3,1,5,7,7,7,8,1,7,1,5,4,1,1,4,7,7,5,7,4,4,7
"A27INSDNTACWAM",2,"I want to work toward earning at least $500 a month with Mturk.",4,4,"recurrance",7,7,10,7,6,6,3,7,7,2,4,4,4,7,4,7,3,7,5,2,1,1,7,7,7,7,7,2,1,1,4,7,5,3,4,7,7,7,3,6,7
"A27INSDNTACWAM",3,"I am working toward loosing 120 pounds in one year.",4,4,"long-term",1,7,6,7,7,7,7,7,7,5,1,5,7,7,7,5,3,5,7,3,2,7,7,7,7,8,6,1,3,7,7,5,1,3,7,7,7,7,3,7,4
"A27INSDNTACWAM",4,"I want to work toward finding the cause and curing a balance disorder I have.",4,4,"long-term",2,7,6,7,7,7,7,5,7,1,7,7,7,5,7,7,3,7,7,3,2,7,7,7,7,8,7,1,7,7,2,1,1,4,7,5,7,7,4,7,7
"A3AE0JEXW4DB34",1,"I'm working on losing at least 20 pounds ",5,4,"short-term",7,7,11,1,7,7,7,7,7,5,1,4,7,7,5,7,3,3,4,2,1,7,7,7,7,2,7,6,3,6,7,7,1,4,6,7,7,7,3,7,6
"A3AE0JEXW4DB34",2,"I'm going to work out at least 4-5 days a week. ",5,4,"recurrance",7,7,10,1,7,7,7,6,7,6,1,6,2,7,3,6,2,2,2,2,1,6,7,7,7,3,7,7,2,5,7,6,1,3,6,7,7,6,NA,6,3
"A3AE0JEXW4DB34",3,"I'm plan to build my credit",5,4,"long-term",5,7,11,1,7,7,6,6,7,7,1,3,2,7,4,7,1,NA,5,1,1,7,7,4,7,7,7,3,5,2,6,7,7,3,7,6,7,5,3,5,6
"A3AE0JEXW4DB34",4,"I'm going to journal daily",5,4,"recurrance",7,7,11,1,7,7,2,7,7,3,1,1,1,7,1,5,NA,NA,2,3,1,7,6,7,7,6,7,6,2,4,6,2,1,4,5,7,5,7,NA,5,2
"A3AE0JEXW4DB34",5,"I'm going to find a remote job",5,4,"long-term",7,7,8,1,7,7,2,7,7,5,1,1,7,7,6,7,3,NA,4,1,2,7,7,7,7,6,7,6,1,4,7,7,1,3,6,7,7,7,2,7,7
"A49CVVOWN4D6Y",1,"I plan to clear my discover student credit card debt",5,4,"long-term",3,3,9,7,5,6,7,7,5,7,3,7,4,7,5,4,1,1,1,3,2,5,5,4,7,7,7,1,1,4,5,4,1,3,5,4,7,7,3,6,2
"A49CVVOWN4D6Y",2,"I want to be 135 pounds by the end of the year",5,4,"long-term",3,4,8,1,7,4,7,7,6,7,1,7,6,4,6,4,3,1,2,3,1,7,7,7,7,8,7,2,5,7,7,2,5,4,5,4,7,7,3,7,4
"A49CVVOWN4D6Y",3,"I'm hoping to graduate from Undergrad in the fall of this year. ",5,4,"long-term",4,6,11,7,7,5,7,7,7,7,1,7,4,7,1,6,3,7,7,2,2,3,7,7,7,8,7,1,7,7,7,4,7,1,7,7,7,7,3,5,7
"A49CVVOWN4D6Y",4,"I want to save $6000 to buy my first car by the end of the year",5,4,"long-term",4,7,9,7,7,6,7,4,5,5,1,7,4,7,7,4,1,4,2,1,2,7,7,4,7,6,7,4,7,7,5,3,1,4,5,3,7,7,3,7,1
"A49CVVOWN4D6Y",5,"I will start filming for my art submission that's due by August",5,4,"short-term",3,7,10,4,6,4,3,7,6,1,1,4,7,7,5,4,2,1,1,1,2,7,7,7,7,8,7,7,5,5,7,4,1,1,4,4,3,7,3,6,4
"AWTGJ45ZWUCHH",1,"i am going to buy a new bed",5,3,"short-term",7,7,11,1,7,7,7,7,7,7,1,1,7,7,4,7,NA,7,4,1,NA,7,7,7,7,6,7,7,4,7,4,7,1,1,7,7,7,7,3,3,4
"AWTGJ45ZWUCHH",2,"i and going to buy a dresser",5,3,"short-term",4,4,11,7,4,6,4,7,7,4,1,1,1,7,1,7,NA,1,7,1,NA,1,7,7,4,1,7,4,1,1,7,4,1,1,4,7,7,7,3,1,1
"AWTGJ45ZWUCHH",3,"i am going to pay off my credit card",5,3,"long-term",7,7,11,1,7,7,7,7,7,7,1,4,4,7,4,7,NA,7,7,1,2,7,7,7,7,7,7,7,7,7,7,4,4,1,7,7,7,7,3,4,1
"AWTGJ45ZWUCHH",4,"i am going to finish my painting",5,3,"short-term",7,4,11,4,7,7,7,6,7,1,1,2,6,7,4,7,NA,7,7,1,2,4,7,7,7,2,1,7,7,7,7,7,1,1,7,7,6,7,2,4,4
"AWTGJ45ZWUCHH",5,"i am going to finish my nail set",5,3,"short-term",4,7,12,7,7,7,4,7,7,4,1,4,4,7,7,7,NA,7,1,1,2,4,7,7,4,4,4,7,4,4,6,7,1,1,7,7,4,4,2,4,1
"A1DD23J1WBGQUU",1,"My goal is to begin meditating for at least 15 minutes every day.",3,3,"recurrance",6,7,8,1,6,5,7,5,5,5,3,4,3,7,4,4,3,5,4,3,1,7,6,4,6,4,6,3,2,7,4,5,3,6,6,5,6,6,1,6,4
"A1DD23J1WBGQUU",2,"My goal is to intermittently fast to lose weight every other day.",3,3,"recurrance",6,4,6,NA,7,7,7,5,6,3,2,4,2,7,7,7,3,3,2,3,1,6,7,5,7,7,4,1,5,6,7,4,2,5,7,4,4,7,3,7,4
"A1DD23J1WBGQUU",3,"My goal is to pay off my credit card debt by the end of the year.",3,3,"long-term",5,NA,9,7,7,6,3,6,7,5,1,2,2,7,4,4,3,4,3,1,2,6,6,6,6,7,4,1,3,5,6,4,2,1,6,6,6,7,3,7,6
"AMA18W8F60Y2J",1,"I want to save $150 each month.",1,3,"short-term",4,7,6,7,5,5,3,5,6,7,3,4,2,5,4,3,3,5,1,1,1,4,7,4,6,1,5,1,1,4,7,4,1,3,5,5,5,7,3,4,4
"AIHUIAQ4922K3",1,"Bike around more often",2,2,"recurrance",6,6,9,2,5,5,6,5,6,5,2,6,5,7,4,6,1,3,2,1,1,6,6,6,5,6,4,5,2,4,6,6,2,4,5,6,6,6,3,4,6
"AIHUIAQ4922K3",2,"Drink less alcohol",2,2,"recurrance",6,1,2,1,6,6,6,6,6,5,1,2,6,7,6,6,1,3,1,2,1,6,6,5,6,6,4,2,3,3,6,6,2,4,7,6,5,6,4,4,5
"A2Y0WNHMT4PZ4C",1,"My goal is to loose around 25lbs by the end of this year.",3,3,"long-term",5,7,8,6,7,7,7,5,6,7,1,6,6,7,7,7,1,6,5,2,1,7,7,5,7,6,6,3,4,5,4,6,5,4,4,6,7,7,3,7,6
"A2Y0WNHMT4PZ4C",2,"My goal is to start exercising twice a week for the next 6 months.",3,3,"recurrance",7,7,11,4,6,6,7,7,7,6,1,6,4,7,6,7,3,6,2,3,1,7,7,7,7,6,7,3,4,4,7,6,3,5,6,7,5,7,3,6,4
"A2Y0WNHMT4PZ4C",3,"My goal is to save at least $2000 by December this year.",3,3,"long-term",4,7,9,7,6,6,1,7,7,7,1,1,3,5,4,1,3,4,2,1,2,1,7,7,7,4,3,4,1,4,6,2,1,3,6,7,5,7,3,4,1
"A2AZYU1CT24O0K",1,"In 3 months I hope to lose enough weight to fit in my old clothing.",5,5,"short-term",4,7,4,7,6,6,5,7,5,7,3,4,3,7,5,6,1,5,3,3,2,5,7,7,7,7,6,3,7,5,7,3,2,6,4,7,6,7,3,4,1
"A2AZYU1CT24O0K",2,"Every week I want to save money and grow my bank account.",5,5,"recurrance",7,1,7,1,4,4,7,5,6,6,1,3,2,5,4,5,1,7,5,2,1,4,6,6,5,7,7,3,7,4,7,7,3,2,3,5,7,6,4,4,1
"A2AZYU1CT24O0K",3,"Every day I was to exercise more.",5,5,"recurrance",7,7,9,4,4,4,7,7,6,6,1,5,1,7,5,5,2,7,3,2,1,5,7,5,6,8,7,3,5,4,6,4,5,3,6,7,6,5,4,3,4
"A2AZYU1CT24O0K",4,"In 1 month I want to improve my sleep hygiene.",5,5,"long-term",2,1,2,1,6,6,7,4,3,6,1,7,1,5,4,4,1,4,2,3,2,4,7,5,4,8,7,2,3,3,4,5,3,5,4,4,7,5,3,5,3
"A2AZYU1CT24O0K",5,"I want to read 1 book per month.",5,5,"recurrance",7,7,4,7,3,3,5,6,3,5,1,6,2,7,4,4,3,2,2,3,1,4,5,5,3,8,4,5,5,4,7,5,2,6,4,7,5,7,4,1,1
"AJ4T7PTRYNSUW",1,"I'd like to make progress towards paying off back child support",3,3,"long-term",4,3,6,7,7,7,7,7,7,3,3,3,5,7,7,4,3,3,7,3,2,7,7,6,4,8,7,1,7,5,7,2,7,3,7,4,5,7,4,5,7
"AJ4T7PTRYNSUW",2,"I'd like to make progress towards finding a new job not doing gig work",3,3,"long-term",2,5,7,7,7,7,7,7,4,7,3,5,5,5,5,3,3,6,3,1,2,4,7,3,6,7,7,1,3,4,3,3,3,6,7,4,7,7,3,3,4
"AJ4T7PTRYNSUW",3,"I'd like to make progress towards losing a little bit of weight so I can have a toned figure.",3,3,"long-term",3,7,7,5,5,5,5,7,4,5,1,1,3,7,5,4,1,3,1,3,2,5,5,NA,4,6,2,5,1,3,7,3,3,4,3,5,6,7,3,4,1
